SYMBOL, SERIES, DATE1,PREVCL, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
STARCEMENT, EQ, 30-Jun-2020,85.55,86,87.95,85.35,85.75,86.15,86.42,100022,86.43,1665,40555,40.55
STARPAPER, EQ, 30-Jun-2020,113.3,115,116.95,104.35,107,106.5,110.75,577033,639.07,6850,224348,38.88
STCINDIA, EQ, 30-Jun-2020,46.95,47.35,48,45.15,45.55,45.6,46.17,14871,6.87,303,10206,68.63
STEELCITY, EQ, 30-Jun-2020,29.85,30.95,30.95,28.3,29.55,29.2,29.2,7580,2.21,61,4689,61.86
STEELXIND, BE, 30-Jun-2020,25.6,25.6,26.5,24.5,26.25,25.75,25.67,126084,32.37,178, -, -
STEL, EQ, 30-Jun-2020,57.85,57.35,59.75,56,58.9,58.4,57.81,40102,23.18,442,27591,68.8
STERTOOLS, EQ, 30-Jun-2020,167.4,166.5,170.5,164.1,164.5,164.7,168.87,10990,18.56,240,8176,74.39
STINDIA, BE, 30-Jun-2020,4,4,4,4,4,4,4,610,0.02,3, -, -
STRTECH, EQ, 30-Jun-2020,115.55,116.5,116.7,108.8,109.5,110.1,112.4,1780219,2000.95,16529,753147,42.31
SUBCAPCITY, BE, 30-Jun-2020,5.2,5.45,5.45,5.45,5.45,5.45,5.45,3,0,1, -, -
SUBEX, BE, 30-Jun-2020,8.95,9.15,9.2,8.55,8.55,8.55,8.73,884759,77.28,1046, -, -
SUBROS, EQ, 30-Jun-2020,176.45,179,179.8,169.1,171,170.3,174.14,90471,157.54,2658,37414,41.35
SUDARSCHEM, EQ, 30-Jun-2020,394.35,392.3,396.6,390.05,390.05,391.75,392.4,68866,270.23,1832,36748,53.36
SUMEETINDS, EQ, 30-Jun-2020,2.1,2.2,2.2,2.2,2.2,2.2,2.2,20511,0.45,28,20511,100
SUMICHEM, EQ, 30-Jun-2020,279.2,282.95,284.9,271.6,275.5,273.8,277.53,1433858,3979.37,10526,918882,64.08
SUMIT, BE, 30-Jun-2020,11,10.45,11.55,10.45,11.45,11.45,11.4,4655,0.53,26, -, -
SUMMITSEC, EQ, 30-Jun-2020,333.85,344.75,344.75,325,340.85,340.05,334.36,6294,21.04,443,5262,83.6
SUNCLAYLTD, EQ, 30-Jun-2020,1669.9,1678.2,1713.75,1652.65,1699.9,1697.15,1693.12,5542,93.83,1668,4546,82.03
SUNDARAM, EQ, 30-Jun-2020,1.75,1.8,1.8,1.8,1.8,1.8,1.8,136658,2.46,41,129187,94.53
SUNDARMFIN, EQ, 30-Jun-2020,1423.65,1445,1469.95,1410,1462.5,1452.05,1447.53,42788,619.37,3094,22388,52.32
SUNDARMHLD, EQ, 30-Jun-2020,49.85,50.3,50.4,48.1,48.7,48.6,49.09,122267,60.03,400,114768,93.87
SUNDRMBRAK, EQ, 30-Jun-2020,221.4,224.95,227.85,208,218.1,219.05,215.3,4287,9.23,281,2510,58.55
SUNDRMFAST, EQ, 30-Jun-2020,385.8,390,392.95,371,377,374.3,379.09,31687,120.12,2789,16894,53.32
SUNFLAG, EQ, 30-Jun-2020,38.6,38.85,39.45,36.9,37.05,37.2,38.3,245120,93.88,1510,139379,56.86
SUNPHARMA, EQ, 30-Jun-2020,482,483.4,483.95,469.8,472.9,472.95,474.69,8339627,39587.38,112660,2684798,32.19
SUNTECK, EQ, 30-Jun-2020,181.3,184,191,180.7,190.3,189.05,186.63,981650,1832.1,9245,307647,31.34
SUNTV, EQ, 30-Jun-2020,397.4,395,410.75,392.5,403,403.35,402.24,5374015,21616.28,61749,409783,7.63
SUPERHOUSE, EQ, 30-Jun-2020,81.55,83.45,83.65,80.2,80.6,80.9,82.15,22860,18.78,537,15336,67.09
SUPERSPIN, BE, 30-Jun-2020,5.2,5.4,5.4,4.95,4.95,4.95,5,31442,1.57,112, -, -
SUPPETRO, EQ, 30-Jun-2020,166.3,167.85,169.9,165.5,167.75,167.1,167.37,10950,18.33,337,7022,64.13
SUPRAJIT, EQ, 30-Jun-2020,144.4,145.1,145.8,141.75,145,144.45,143.92,207672,298.87,5629,118415,57.02
SUPREMEENG, SM, 30-Jun-2020,19.3,18.35,18.35,18.35,18.35,18.35,18.35,12000,2.2,3,12000,100
SUPREMEIND, EQ, 30-Jun-2020,1123.7,1123.7,1160,1120.2,1135.25,1127.7,1135.71,20989,238.37,3055,11183,53.28
SUPREMEINF, BZ, 30-Jun-2020,14.35,15.05,15.05,15.05,15.05,15.05,15.05,4936,0.74,24, -, -
SURANASOL, BE, 30-Jun-2020,8.2,8.05,8.4,7.8,8.2,8.1,7.97,33904,2.7,115, -, -
SURANAT&P, EQ, 30-Jun-2020,4.45,4.45,4.55,4.1,4.45,4.45,4.4,104256,4.59,139,80175,76.9
SURYALAXMI, BE, 30-Jun-2020,17.95,18.75,18.75,17.25,18.2,18.05,17.64,2079,0.37,31, -, -
SURYAROSNI, EQ, 30-Jun-2020,120.8,122.95,123,116.45,117.5,117.75,120.06,92750,111.36,1599,63696,68.67
SUTLEJTEX, EQ, 30-Jun-2020,23.35,23.8,23.8,22.4,22.4,22.6,23.01,33349,7.67,322,26076,78.19
SUULD, SM, 30-Jun-2020,30.9,29.4,29.4,29.4,29.4,29.4,29.4,16000,4.7,2,16000,100
SUVEN, EQ, 30-Jun-2020,43.55,45.7,45.7,41.4,41.4,41.4,42.13,990769,417.42,4342,725650,73.24
SUVENPHAR, EQ, 30-Jun-2020,470.4,470,479.9,466,471.8,470.4,471.54,114547,540.14,3767,77607,67.75
SUZLON, EQ, 30-Jun-2020,4.85,5.05,5.05,5.05,5.05,5.05,5.05,3733747,188.55,2042,3733497,99.99
SVLL, SM, 30-Jun-2020,84.3,82.15,82.15,82.15,82.15,82.15,82.15,1000,0.82,1,1000,100
SWANENERGY, EQ, 30-Jun-2020,135.7,136,136.05,131,132.5,132.8,132.89,104779,139.24,2655,24178,23.08
SWARAJENG, EQ, 30-Jun-2020,1432.05,1436,1463.95,1428,1455,1447.65,1443.97,10341,149.32,1108,5792,56.01
SWELECTES, EQ, 30-Jun-2020,108.1,112.3,117,105.05,111.45,112.25,112.62,67511,76.03,1051,40893,60.57
SWSOLAR, EQ, 30-Jun-2020,209.2,219.65,219.65,219.65,219.65,219.65,219.65,102793,225.78,243,102793,100
SYMPHONY, EQ, 30-Jun-2020,886.1,893.9,893.9,870.55,872.1,876.25,886.51,64267,569.74,2921,44244,68.84
SYNCOM, BE, 30-Jun-2020,2.9,3,3,3,3,3,3,191068,5.73,181, -, -
SYNGENE, EQ, 30-Jun-2020,410.05,412.1,413.75,398,406,400.9,404.04,360146,1455.12,14829,256863,71.32
TAINWALCHM, EQ, 30-Jun-2020,49.6,49.45,49.7,47.5,47.5,47.75,48.15,5452,2.63,88,3410,62.55
TAJGVK, EQ, 30-Jun-2020,159.55,161,161,153.05,154,153.85,156.77,37677,59.07,1402,20013,53.12
TAKE, EQ, 30-Jun-2020,50.5,51.35,51.35,48.95,49.5,49.35,49.93,183922,91.83,1347,129507,70.41
TALBROAUTO, EQ, 30-Jun-2020,100.55,106.55,120.5,105,113,114.6,114.7,672074,770.87,12141,94870,14.12
TALWALKARS, BZ, 30-Jun-2020,3,3.15,3.15,3.15,3.15,3.15,3.15,10278,0.32,22, -, -
TALWGYM, BZ, 30-Jun-2020,1.85,1.9,1.9,1.9,1.9,1.9,1.9,359,0.01,6, -, -
TANLA, EQ, 30-Jun-2020,70.5,71.75,74,70.5,71.25,71.7,71.96,411428,296.06,2276,197668,48.04
TANTIACONS, BE, 30-Jun-2020,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1201,0.03,4, -, -
TARACHAND, SM, 30-Jun-2020,40,39.8,39.8,39.8,39.8,39.8,39.8,6000,2.39,1,6000,100
TARMAT, EQ, 30-Jun-2020,24.65,24.55,25,24.45,25,25,24.63,1005,0.25,13,1003,99.8
TASTYBITE, EQ, 30-Jun-2020,12386.15,12387,12556.95,12110,12410,12419.6,12387.67,1578,195.48,700,674,42.71
TATACAPHSG, N2, 30-Jun-2020,1055,1045,1045,1045,1045,1045,1045,20,0.21,1,20,100
TATACAPHSG, N8, 30-Jun-2020,1090,1090,1090,1080,1080,1080,1089.09,11,0.12,2,11,100
TATACAPHSG, NA, 30-Jun-2020,1085,1105,1105,1105,1105,1105,1105,50,0.55,1,50,100
TATACAPHSG, NB, 30-Jun-2020,1075,1118.7,1118.7,1118.7,1118.7,1118.7,1118.7,1,0.01,1,1,100
TATACHEM, EQ, 30-Jun-2020,312.05,314.2,315.5,309,311.45,310.05,311.51,486105,1514.26,6790,154821,31.85
TATACOFFEE, EQ, 30-Jun-2020,82.25,82.35,84.5,81.5,81.75,81.95,82.88,351663,291.47,4674,91290,25.96
TATACOMM, EQ, 30-Jun-2020,619,625.95,643.9,605,623.8,611.75,623.8,227852,1421.34,9494,100036,43.9
TATACONSUM, EQ, 30-Jun-2020,386.55,388,391.8,385.9,388,387.45,388.95,1861565,7240.48,28759,932248,50.08
TATAELXSI, EQ, 30-Jun-2020,898.35,905,920.9,893,898,897.3,911.22,1001089,9122.15,22734,151233,15.11
TATAINVEST, EQ, 30-Jun-2020,774,778,780,768.5,774.9,771.3,773.58,19509,150.92,1460,12945,66.35
TATAMETALI, EQ, 30-Jun-2020,482.3,481,489.8,473.3,485.2,482,481.36,45488,218.96,2430,22480,49.42
TATAMOTORS, EQ, 30-Jun-2020,99.45,101.75,102.3,97.3,98.75,98.25,99.31,50767147,50417.97,172501,7877851,15.52
TATAMTRDVR, EQ, 30-Jun-2020,40.65,41.2,41.65,39.8,40.1,40.05,40.45,2957835,1196.47,11215,920416,31.12
TATAPOWER, EQ, 30-Jun-2020,44.85,45.7,45.85,44.1,44.95,44.85,44.98,26717577,12018.3,38176,4571540,17.11
TATASTEEL, E1, 30-Jun-2020,33,33.9,35.35,32.9,33,33,33.87,737988,249.98,8208,548395,74.31
TATASTEEL, EQ, 30-Jun-2020,320.85,323.1,337.65,323.1,327.25,326.7,331.71,36523647,121152.76,274900,4913449,13.45
TATASTLBSL, EQ, 30-Jun-2020,20.2,20.3,21.35,20.2,20.55,20.5,20.91,4128151,863.24,5976,1179909,28.58
TATASTLLP, EQ, 30-Jun-2020,244.75,242.25,251.9,242.25,244.85,244,246.96,56191,138.77,4076,28063,49.94
TBZ, EQ, 30-Jun-2020,29.4,30.5,30.5,29.05,29.4,29.25,29.62,32366,9.59,444,20096,62.09
TCFSL, NB, 30-Jun-2020,1081.5,1082.5,1082.5,1082,1082,1082,1082.23,408,4.42,13,387,94.85
TCFSL, ND, 30-Jun-2020,1117.09,1115.1,1121.89,1115.01,1116.11,1116.11,1116.48,599,6.69,25,502,83.81
TCFSL, NF, 30-Jun-2020,1155.63,1160,1160,1160,1160,1160,1160,150,1.74,3,150,100
TCFSL, NH, 30-Jun-2020,1086.1,1086,1086,1086,1086,1086,1086,70,0.76,3,70,100
TCFSL, NJ, 30-Jun-2020,1115,1095.01,1095.01,1095.01,1095.01,1095.01,1095.01,5,0.05,1,5,100
TCFSL, NL, 30-Jun-2020,1128,1125,1129.68,1125,1128,1128,1125.88,555,6.25,3,555,100
TCI, EQ, 30-Jun-2020,169.5,172,172,167.55,169.7,168.75,170.17,12702,21.61,474,7563,59.54
TCIDEVELOP, EQ, 30-Jun-2020,273.1,268.1,279.9,266.1,274.05,274.05,274.1,139,0.38,34,45,32.37
TCIEXP, EQ, 30-Jun-2020,661.9,662,684,662,668.9,668.2,670.13,9680,64.87,1093,5727,59.16
TCIFINANCE, EQ, 30-Jun-2020,7.95,8.3,8.3,8.3,8.3,8.3,8.3,14475,1.2,53,14338,99.05
TCNSBRANDS, EQ, 30-Jun-2020,346.55,340.05,352,336,340.9,339.9,343.16,11549,39.63,579,8441,73.09
TCPLPACK, EQ, 30-Jun-2020,265.15,272,279,262,267.05,266.65,270.15,4765,12.87,335,2498,52.42
TCS, EQ, 30-Jun-2020,2101.65,2100,2111.9,2075.05,2085.05,2082.15,2091.7,3071877,64254.59,121691,1277270,41.58
TDPOWERSYS, EQ, 30-Jun-2020,113.25,115.5,123.3,111.55,118.45,117.9,119.38,518368,618.85,8767,189689,36.59
TEAMLEASE, EQ, 30-Jun-2020,1684.7,1699.8,1720.65,1665,1678.35,1680.5,1691.8,33893,573.4,9262,26009,76.74
TECHM, EQ, 30-Jun-2020,541.55,547,548.9,541.55,543.6,543.4,545.1,2357985,12853.32,64777,904338,38.35
TECHNOE, EQ, 30-Jun-2020,192.35,195.1,195.1,190,192.85,190.75,192.17,10147,19.5,678,7344,72.38
TECHNOFAB, BE, 30-Jun-2020,11.95,12.5,12.5,11.4,11.4,11.4,11.61,46643,5.41,110, -, -
TEJASNET, BE, 30-Jun-2020,47.05,48.9,49,46.65,46.65,47.9,48.23,90221,43.51,598, -, -
TERASOFT, EQ, 30-Jun-2020,24.55,25.4,25.6,23.8,23.85,24,24.35,11212,2.73,105,8731,77.87
TEXINFRA, EQ, 30-Jun-2020,35.6,37.1,37.6,35.5,35.75,36,36.08,32705,11.8,184,30497,93.25
TEXMOPIPES, EQ, 30-Jun-2020,15.6,14.95,15.55,14.85,14.85,14.85,14.95,67422,10.08,283,50470,74.86
TEXRAIL, EQ, 30-Jun-2020,24.2,24.2,24.65,24,24.35,24.3,24.38,106340,25.93,618,70218,66.03
TFCILTD, EQ, 30-Jun-2020,37.1,38.95,38.95,38.95,38.95,38.95,38.95,60878,23.71,169,60878,100
THANGAMAYL, EQ, 30-Jun-2020,267.1,264.1,267.35,255,259.45,259.25,259.62,26668,69.24,948,15548,58.3
THEINVEST, EQ, 30-Jun-2020,98.75,98.75,102.05,94.4,102.05,102.05,98.02,4638,4.55,112,2804,60.46
THEJO, SM, 30-Jun-2020,586.4,575,575,575,575,575,575,200,1.15,1,200,100
THEMISMED, EQ, 30-Jun-2020,350.9,348.45,359.9,342,342,343.6,346.36,7379,25.56,163,6004,81.37
THERMAX, EQ, 30-Jun-2020,753.7,746.1,764.95,745.95,748.5,754.95,755.04,170036,1283.83,1774,153394,90.21
THIRUSUGAR, BZ, 30-Jun-2020,4.85,5.05,5.05,4.65,4.65,4.65,4.99,5424,0.27,18, -, -
THOMASCOOK, EQ, 30-Jun-2020,28,28.1,28.5,26.6,26.6,26.6,27.12,427420,115.91,2326,297961,69.71
THOMASCOTT, BE, 30-Jun-2020,5.3,5.55,5.55,5.55,5.55,5.55,5.55,1234,0.07,4, -, -
THYROCARE, EQ, 30-Jun-2020,501.5,501.15,511,500.05,507.7,508.5,506.08,27420,138.77,1403,16901,61.64
TI, EQ, 30-Jun-2020,22.35,22.85,22.85,21.25,21.25,21.25,21.68,179353,38.88,298,162338,90.51
TIDEWATER, EQ, 30-Jun-2020,4163.4,4150,4168.95,4053,4060,4072.6,4094.26,1475,60.39,553,906,61.42
TIIL, EQ, 30-Jun-2020,248.15,262.05,262.25,245.15,245.5,248.05,251.39,3006,7.56,723,1125,37.43
TIINDIA, EQ, 30-Jun-2020,444.6,448.95,449.85,442.15,444,444.4,445.7,59833,266.68,3797,45077,75.34
TIJARIA, EQ, 30-Jun-2020,7.1,7.45,7.8,7.3,7.8,7.8,7.73,87117,6.74,147,74981,86.07
TIL, EQ, 30-Jun-2020,147.8,142,143.9,135,137.5,138.35,139.09,24133,33.57,1031,13484,55.87
TIMESGTY, EQ, 30-Jun-2020,23.6,23,25.3,23,23.5,23.7,24.22,670,0.16,21,514,76.72
TIMETECHNO, EQ, 30-Jun-2020,39.15,39,39.35,37.1,37.25,37.45,37.8,829707,313.64,1883,681191,82.1
TIMKEN, EQ, 30-Jun-2020,946.25,945.1,960,933,933,950.15,952.08,9696,92.31,1302,5337,55.04
TINPLATE, EQ, 30-Jun-2020,115.65,116.25,122.75,116.1,118,118.3,119.98,503299,603.88,9216,110699,21.99
TIPSINDLTD, EQ, 30-Jun-2020,135.55,134.5,140,130.65,133.1,136.15,135.93,5611,7.63,344,4489,80
TIRUMALCHM, EQ, 30-Jun-2020,49.15,49.95,50.45,48.5,49,48.9,49.48,246726,122.07,1656,120845,48.98
TIRUPATI, SM, 30-Jun-2020,34.55,36.25,36.25,36.25,36.25,36.25,36.25,3000,1.09,1,3000,100
TITAN, EQ, 30-Jun-2020,957.45,965,971.95,946.4,952.25,949.85,957.77,1947535,18652.82,71143,561328,28.82
TMRVL, BE, 30-Jun-2020,9.8,9.85,10.2,9.6,9.9,9.9,9.86,51646,5.09,200, -, -
TNPETRO, EQ, 30-Jun-2020,33.85,34.7,34.7,33.05,33.4,33.2,33.57,95753,32.15,698,60226,62.9
TNPL, EQ, 30-Jun-2020,119.3,120.3,120.6,115.25,117,116.9,118.25,364697,431.25,3782,202148,55.43
TNTELE, BE, 30-Jun-2020,1.85,1.9,1.9,1.9,1.9,1.9,1.9,1250,0.02,4, -, -
TOKYOPLAST, EQ, 30-Jun-2020,62.3,63.4,63.45,60.3,60.5,60.55,61.22,5514,3.38,130,3775,68.46
TORNTPHARM, EQ, 30-Jun-2020,2437.75,2452.8,2459.65,2366,2370,2372.1,2400.29,594539,14270.69,45022,331828,55.81
TORNTPOWER, EQ, 30-Jun-2020,320.65,321.5,324.7,317.4,318.7,318.75,320.67,580098,1860.2,6797,154577,26.65
TOUCHWOOD, BE, 30-Jun-2020,44.2,46.35,46.35,42.05,42.05,45.75,45.34,4629,2.1,44, -, -
TPLPLASTEH, EQ, 30-Jun-2020,109.7,109.7,114.1,107.9,111.45,111.25,110.83,11126,12.33,649,4843,43.53
TRANSWIND, SM, 30-Jun-2020,8.5,8.9,8.9,8.9,8.9,8.9,8.9,24000,2.14,6,24000,100
TREEHOUSE, EQ, 30-Jun-2020,4.8,5,5,4.6,5,5,4.91,115964,5.69,184,75245,64.89
TREJHARA, EQ, 30-Jun-2020,9.45,9.9,9.9,9,9,9,9.49,100176,9.51,198,79471,79.33
TRENT, EQ, 30-Jun-2020,651.6,652,662,606.6,621.9,615.3,638.5,470205,3002.26,19201,284310,60.47
TRF, EQ, 30-Jun-2020,76.15,76.25,78.45,74.5,75.05,74.75,75.76,13631,10.33,419,10165,74.57
TRIDENT, EQ, 30-Jun-2020,6.9,7.1,7.1,6.95,7,6.95,7.01,12122211,849.42,16931,8648309,71.34
TRIGYN, EQ, 30-Jun-2020,32.4,32,34,32,34,34,33.74,47675,16.08,346,40946,85.89
TRIL, EQ, 30-Jun-2020,14.1,14.1,14.5,12.75,13.05,13.25,13.44,774222,104.06,2457,449427,58.05
TRITURBINE, EQ, 30-Jun-2020,70,72.85,73.65,68.15,69,68.6,70.23,25116,17.64,758,12181,48.5
TRIVENI, EQ, 30-Jun-2020,55.2,55.65,56.6,54.25,54.85,54.5,55.58,233710,129.89,1729,140445,60.09
TTKHLTCARE, EQ, 30-Jun-2020,432.85,444,445.05,427.55,436.75,429.85,431.62,854,3.69,178,603,70.61
TTKPRESTIG, EQ, 30-Jun-2020,5445.2,5465,5579,5380,5434,5414.4,5449.51,5582,304.19,1706,1966,35.22
TTL, EQ, 30-Jun-2020,29.75,30,30.4,29.5,29.5,29.65,29.73,2389,0.71,49,2253,94.31
TTML, EQ, 30-Jun-2020,4.1,4.15,4.15,3.9,3.95,3.95,4.03,2160923,86.99,2550,1528175,70.72
TV18BRDCST, EQ, 30-Jun-2020,35.65,36.05,36.35,33.5,33.75,33.75,34.91,5807942,2027.59,11887,2497317,43
TVSELECT, BE, 30-Jun-2020,102.2,104.4,104.8,100.1,102,100.85,102.19,12487,12.76,180, -, -
TVSMOTOR, EQ, 30-Jun-2020,378.3,382,386.35,375.45,375.6,378.35,381.58,1360437,5191.16,17683,157786,11.6
TVSSRICHAK, EQ, 30-Jun-2020,1379.2,1400.05,1428.85,1350,1368,1357.95,1381.06,11052,152.63,1532,5755,52.07
TVTODAY, EQ, 30-Jun-2020,184.7,188.9,188.9,183.7,184.5,184.15,185.13,49935,92.45,1217,31870,63.82
TVVISION, EQ, 30-Jun-2020,1.95,2,2,2,2,2,2,3349,0.07,11,3349,100
TWL, EQ, 30-Jun-2020,34.1,34.1,34.7,33.7,34.15,34.15,34.26,105086,36,871,68986,65.65
UBL, EQ, 30-Jun-2020,1005.8,1008,1046.5,1008,1037.05,1037.75,1033.64,837326,8654.92,37118,236420,28.24
UBSG1GP, MF, 30-Jun-2020,0.45,0.49,0.49,0.49,0.49,0.49,0.49,8419,0.04,7,8419,100
UBSG1GPD, MF, 30-Jun-2020,0.42,0.46,0.46,0.46,0.46,0.46,0.46,10823,0.05,7,10823,100
UCALFUEL, EQ, 30-Jun-2020,112.9,114.1,115.8,109.55,110.3,110.15,112.64,34657,39.04,1071,16142,46.58
UCOBANK, EQ, 30-Jun-2020,15,15.6,15.7,14.3,14.8,14.85,15.03,12656545,1902.16,30973,4070613,32.16
UFLEX, EQ, 30-Jun-2020,210.55,212,214.65,206.05,209.25,209.55,210.61,120612,254.02,2742,65643,54.42
UFO, EQ, 30-Jun-2020,76.7,76.7,77.95,74.5,75,75.1,76.06,116674,88.75,2797,60769,52.08
UGARSUGAR, EQ, 30-Jun-2020,14.35,14.4,14.4,14.05,14.1,14.1,14.2,135037,19.17,531,91275,67.59
UJAAS, EQ, 30-Jun-2020,9.05,9.5,9.5,9.5,9.5,9.5,9.5,88274,8.39,147,88274,100
UJJIVAN, EQ, 30-Jun-2020,223.65,226,230,217.6,220,220.3,223.8,4571714,10231.31,33376,335218,7.33
UJJIVANSFB, EQ, 30-Jun-2020,29.7,29.9,30.25,29.5,29.95,29.85,29.83,868811,259.17,3155,430173,49.51
ULTRACEMCO, EQ, 30-Jun-2020,3807,3822,3904.35,3822,3890.4,3893.55,3881,494113,19176.52,46690,193421,39.15
UMANGDAIRY, EQ, 30-Jun-2020,52.05,52,53,49,50,50.1,50.79,38162,19.38,886,23779,62.31
UMESLTD, BE, 30-Jun-2020,1.45,1.5,1.5,1.45,1.5,1.5,1.48,1816,0.03,7, -, -
UNICHEMLAB, EQ, 30-Jun-2020,174.7,178,178,172,176,175.1,174.79,123292,215.51,3359,58090,47.12
UNIENTER, EQ, 30-Jun-2020,58.8,61.35,61.4,58.85,58.85,59.15,60.03,1984,1.19,128,1028,51.81
UNIONBANK, EQ, 30-Jun-2020,32.75,33.05,33.3,31.7,31.8,31.8,32.4,3493493,1131.93,10652,1202458,34.42
UNIPLY, EQ, 30-Jun-2020,6.5,6.8,6.8,6.6,6.8,6.8,6.79,1470029,99.76,957,1067523,72.62
UNITECH, BZ, 30-Jun-2020,2.2,2.3,2.3,2.3,2.3,2.3,2.3,677479,15.58,252, -, -
UNITEDPOLY, SM, 30-Jun-2020,7.65,7.3,8,7.3,7.3,7.75,7.67,15000,1.15,5,15000,100
UNITEDTEA, EQ, 30-Jun-2020,240.6,262.25,268.95,240.6,244.95,242.15,247.51,1338,3.31,180,471,35.2
UNITY, BZ, 30-Jun-2020,1,1.05,1.05,1.05,1.05,1.05,1.05,10552,0.11,12, -, -
UNIVASTU, EQ, 30-Jun-2020,32.55,32.55,33.95,32,32,32.1,32.59,8791,2.86,109,6371,72.47
UNIVCABLES, EQ, 30-Jun-2020,118.85,121,122,117.25,118.5,118.1,119.89,6727,8.07,325,3846,57.17
UNIVPHOTO, EQ, 30-Jun-2020,93.25,91.05,94.75,91.05,91.6,91.6,92.25,4115,3.8,59,3102,75.38
UPL, EQ, 30-Jun-2020,431.9,435,446.45,422,426.8,425.2,434.62,5184094,22530.97,97258,1238855,23.9
URJA, BE, 30-Jun-2020,4.05,4.25,4.25,4.25,4.25,4.25,4.25,370492,15.75,299, -, -
USHAMART, EQ, 30-Jun-2020,19.65,20.25,20.3,19.3,19.5,19.75,19.76,451340,89.21,608,355454,78.76
UTIFEFRGR5, MF, 30-Jun-2020,7.5,7.68,7.68,7.68,7.68,7.68,7.68,500,0.04,1,500,100
UTINEXT50, EQ, 30-Jun-2020,262.85,272.99,272.99,255.9,269.74,264.01,261.63,531,1.39,38,320,60.26
UTINIFTETF, EQ, 30-Jun-2020,1096.75,1097,1103.5,1087.95,1097.95,1091.69,1103.07,8210,90.56,24,8201,99.89
UTISENSETF, EQ, 30-Jun-2020,379.82,382,384.5,370,370.16,371.63,378.1,362,1.37,78,171,47.24
UTTAMSTL, EQ, 30-Jun-2020,8.7,9.1,9.1,9.1,9.1,9.1,9.1,51387,4.68,59,51387,100
UTTAMSUGAR, EQ, 30-Jun-2020,79.1,80.1,80.75,77.05,77.7,77.45,78.96,39664,31.32,734,14994,37.8
UVSL, BE, 30-Jun-2020,0.6,0.65,0.65,0.65,0.65,0.65,0.65,9119659,59.28,706, -, -
V2RETAIL, EQ, 30-Jun-2020,56.75,57.5,58.35,53.95,53.95,53.95,55.6,163385,90.84,1449,127302,77.92
VADILALIND, EQ, 30-Jun-2020,529.65,540,540,520.25,523,521.4,524.33,2524,13.23,192,1925,76.27
VAIBHAVGBL, EQ, 30-Jun-2020,1267.05,1272,1289.6,1263.15,1280,1276.2,1274.06,11525,146.84,1858,5906,51.25
VAISHALI, EQ, 30-Jun-2020,46.45,45.05,48.5,45.05,47.7,46.1,46.93,11058,5.19,144,5141,46.49
VAKRANGEE, EQ, 30-Jun-2020,35,36.15,36.15,35,35,35.05,35.6,1532597,545.55,3182,1053191,68.72
VARDHACRLC, EQ, 30-Jun-2020,30.25,30.45,34.7,29.65,33.9,33.85,33.55,316639,106.22,1774,166682,52.64
VARDMNPOLY, BE, 30-Jun-2020,7.2,7.55,7.55,7.55,7.55,7.55,7.55,3680,0.28,13, -, -
VARROC, EQ, 30-Jun-2020,182.45,184.5,188.55,181,182.15,181.85,184.65,204108,376.89,4538,101185,49.57
VASA, SM, 30-Jun-2020,6.6,6.3,6.3,6.3,6.3,6.3,6.3,4000,0.25,1,4000,100
VASCONEQ, EQ, 30-Jun-2020,9.7,9.95,9.95,9.6,9.65,9.65,9.81,98148,9.63,236,76176,77.61
VASWANI, BE, 30-Jun-2020,6.05,6.35,6.35,5.8,6.35,6.3,6.22,32272,2.01,101, -, -
VBL, EQ, 30-Jun-2020,682.15,684,689.65,676.55,680,680.95,680.3,374965,2550.88,10318,312813,83.42
VEDL, EQ, 30-Jun-2020,107.95,108.45,110.4,105.4,106.3,106.4,107.17,13699750,14681.51,56247,4735217,34.56
VENKEYS, EQ, 30-Jun-2020,1138.4,1105,1141,1105,1107,1108.05,1115.62,95952,1070.46,5590,26420,27.53
VENUSREM, BE, 30-Jun-2020,61.1,60.95,61.5,58.2,59,58.55,59.05,8973,5.3,131, -, -
VERTOZ, EQ, 30-Jun-2020,71.7,77.4,78.85,68.9,78.85,78.85,72.64,2775179,2015.99,932,2012821,72.53
VESUVIUS, EQ, 30-Jun-2020,969.8,979,979.9,920,921,921,933.78,5273,49.24,686,3436,65.16
VETO, EQ, 30-Jun-2020,43.65,43.65,45.8,43.65,45.8,45.8,45.57,32237,14.69,153,27518,85.36
VGUARD, EQ, 30-Jun-2020,171.9,172.9,173.5,169.15,170.2,169.95,170.27,506499,862.43,10465,374978,74.03
VHL, EQ, 30-Jun-2020,1189.45,1199.35,1249,1148,1173.7,1173.55,1171.16,495,5.8,104,439,88.69
VICEROY, BE, 30-Jun-2020,3.45,3.6,3.6,3.6,3.6,3.6,3.6,15565,0.56,27, -, -
VIDEOIND, BZ, 30-Jun-2020,2.2,2.3,2.3,2.3,2.3,2.3,2.3,35605,0.82,41, -, -
VIDHIING, EQ, 30-Jun-2020,70.55,70.1,71.7,67.5,68.25,67.85,69.1,64901,44.85,930,46142,71.1
VIJIFIN, EQ, 30-Jun-2020,1,1.05,1.05,1,1.05,1.05,1.05,355318,3.73,284,352768,99.28
